SBA FRANCHISE IDENTIFIER CODE|BRAND|MEETS FTC DEFINITION OF A FRANCHISE?|IS AN  ADDENDUM NEEDED?|SBA ADDENDUM - Form 2462|SBA NEGOTIATED ADDENDUM|SBA FRANCHISE IDENTIFIER CODE Start Date|ZXA4
S1758|The Grounds Guys|Y|Y||Y|10/1/2017|
S5347|The Grout Doctor|Y|Y|Y|N|4/29/2020|
S3737|The Grout Medic|Y|Y|Y|N|12/4/2018|
S1759|The Groutsmith|Y|Y|Y|N|10/1/2017|
S6215|The Growler Guys|Y|Y|Y|N|1/13/2021|1. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.  2. When the real estate where the franchise business is located will secure the SBA loan, the Collateral Assignment of Lease may not be executed.
S1760|The Growth Coach|Y|Y|Y|N|10/1/2017|
S4704|The Guys  Place Salon/The Barbershop Salon|Y|Y|Y|N|11/19/2019|1.  Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.  2. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed. 3.  Lender/CDC must obtain an affidavit signed by the Applicant stating that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit.
S1761|The Halal Guys|Y|Y|Y|N|10/1/2017|
S4985|The Happy Mixer|Y|Y|Y|N|3/31/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease and Consent to Collateral Assignment & Agreement of Lessor may not be executed.
|The Happy Pita (Trademark License Agreement)|N|N|||3/22/2018|
|The Hartford Financial Services Group, Inc. - Agency Agreement|N|N|||11/13/2019|
S6138|The HomeMedic|Y|Y|Y|N|12/9/2020|
S4149|The Hot Spot Yoga|Y|Y|Y|N|4/30/2019|
S1763|The Human Bean|Y|Y|Y|N|10/1/2017|
S2293|The Hummus & Pita Co.|Y|Y|Y|N|10/1/2017|
S3040|The Hungry Greek|Y|Y|Y|N|5/1/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease and Consent to Collateral Assignment & Agreement of Lessor may not be executed.
S3957|The Hybrid Shop (Fractional Franchise Agreement only)|Y|N|||3/11/2019|
S5244|The Hydration Room|Y||||4/20/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S2063|The Inside Coup|Y|Y|Y|N|3/30/2017|
S3854|The Inspection Boys|Y|Y|Y|N|2/5/2019|
S4485|The Jambalaya Shoppe|Y|Y|Y|N|8/20/2019|
S1764|The Joint...The Chiropractic Place|Y|Y||Y|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S3773|The Juicy Crab|Y|Y|Y|N|12/11/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease, Collateral Assignment of Lease may not be executed.   
S1765|The Junkluggers|Y|Y|Y|N|10/1/2017|
S1766|The Lash Lounge|Y|Y|Y|N|10/1/2017|Lender/CDC must obtain an affidavit signed by the Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit.
S1767|The Learning Experience|Y|Y|Y|N|10/1/2017|
S1768|The Lice Place|Y|Y||Y|10/1/2017|
|The Lincoln Investment Companies - Financial Advisor Agreement|N|N|||4/28/2021|
S1769|The Lite Choice|Y|Y|Y|N|10/1/2017|
S1770|The Little Gym|Y|Y||Y|10/1/2017|
S2639|The Little Oil Company (Unbranded)  Dealer Supply Agreement|Y|Y|Y|N|2/21/2018|Distributor may not file anything against the SBA Real Estate Collateral
S5879|The Local Culinary|Y|Y|Y|N|8/24/2020|
S5381|The Loop Pizza Grill|Y|Y|Y|N|5/2/2020|
S2294|The Lost Cajun|Y|Y|Y|N|10/1/2017|
S5110|The Luxury Collection|Y|Y|N|Y|4/9/2020|If Applicant also operate under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and management company.  The Applicant is not eligible if the management company is, or is affiliated with, the Franchisor.
S1771|The Maids|Y|Y||Y|10/1/2017|
S2020|the Malted Barley|Y|Y||Y|10/1/2017|
S4315|The Margarita Man - License Agreement|Y|Y|Y|N|6/25/2019|
S1772|The Max Challenge|Y|Y||Y|10/1/2017|
S6102|THE MAX CHALLENGE/TAKE IT TO THE MAX Fitness For The Mind, Body & Spirit|Y|Y|Y|N|11/18/2020|
S4465|The McPherson Companies Inc. (Shell) Petroleum Supply Contract|Y|Y|Y|N|8/13/2019|Distributor may not file anything against the SBA Real Estate Collateral  
S3015|The Meadows Original Frozen Custard|Y|Y|Y|N|4/24/2018|
S1672|THE MEAT HOUSE|Y|Y|Y|N|10/1/2017|
|The Medical Professional Mutual Insurance Company - Agency Contract|N|N|||2/11/2020|
S2592|The Medicine Shoppe|Y|Y|Y|N|2/14/2018|
S1774|The Melting Pot|Y|Y|Y|N|10/1/2017|
S1775|The Middle Spoon|Y|Y||Y|10/1/2017|
|The Musical Ladder System® - License Agreement|N|N|||5/21/2021|
S1776|The Mutual Fund Store|Y|Y|Y|N|10/1/2017|
S1673|THE NEW WELL|Y|Y|Y|N|10/1/2017|Lender/CDC must obtain an affidavit signed by the Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit.
S3961|The New York Butcher Shoppe|Y|Y|Y|N|3/11/2019|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S4680|The NOW Massage|Y|Y|Y|N|11/5/2019|
S1674|THE NUTRITION CLUB|Y|Y|Y|N|10/1/2017|
S1777|The Oilerie|Y|Y|Y|N|10/1/2017|
S1675|THE ONLINE OUTPOST|Y|Y|Y|N|10/1/2017|
S2613|The Orange Peel|Y|Y|Y|N|2/21/2018|
S2612|The Orange Peel|Y|Y|Y|N|2/21/2018|
S1676|THE ORIGINAL BROOKLYN WATER BAGEL CO.|Y|Y|Y|N|10/1/2017|
S4363|The Original Hot Dog Factory|Y|Y|Y|N|7/8/2019|
S5524|The Original Island Sun Tanning Since 1987|Y|Y|Y|N|5/28/2020|
S1677|THE ORIGINAL ITALIAN PIE|Y|Y|Y|N|10/1/2017|
S3792|The Original Mels|Y|Y|Y|N|12/19/2018|
S1778|The Original Pancake House|Y|Y|Y|N|10/1/2017|
S3935|The Original Popcorn House|Y|Y|Y|N|3/5/2019|
S6872|The Original Steaks and Hoagies|Y|Y|Y|N|9/23/2021|
|The Painted Cork - Licensing Agreement|N|N|||3/11/2019|
S1678|THE PAINTED PENGUIN|Y|Y|Y|N|10/1/2017|
S4588|THE PASTA HOUSE CO.|Y|Y|Y|N|10/8/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Addendum to Lease may not be executed.
S3711|The Patch Boys|Y|Y|Y|N|11/20/2018|
S3644|The Paw Depot|Y|Y|Y|N|11/6/2018|
S1779|The Phone Repair Shop|Y|Y|Y|N|10/1/2017|
S2660|The Pie Hole|Y|Y|Y|N|2/21/2018|1.  Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.  2. When the Franchisee owns the real estate the Collateral Assignment of Lease cannot be executed.
S2295|The Pizza Press|Y|Y|Y|N|10/1/2017|
S2497|The Poke Company|Y|Y|Y|N|1/30/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be executed.
S6236|The Pond People|Y||||1/21/2021|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S6568|The Pop Parlour|Y|Y|Y|N|5/3/2021|1. If the Franchisor or its affiliate provides the Applicant with a loan, Lender/CDC must include the availability of the loan in the credit elsewhere determination in accordance with SOP 50 10. 2. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum/Rider & Special Stipulation may not be executed.
|The Pop Shoppe - License Agreement|N|N|||1/17/2018|
S6281|The Port of Peri Peri|Y|Y|Y|N|2/2/2021|1. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Consent and Agreement of Landlord and the Collateral Assignment of Lease may not be executed. 2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S2950|The Prep!|Y|Y|Y|N|4/16/2018|
S6400|The Pretzel Twister|Y||||3/9/2021|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S1780|The Publik Draft House|Y|Y|Y|N|10/1/2017|
S3524|The Red Collection|Y|Y|Y|N|9/17/2018|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S2511|The Registry Collection Hotels®|Y|Y|Y|N|1/30/2018|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S6375|The Rock Underground|Y|Y|N|Y|2/25/2021|1. Only the SBA Negotiated Addendum may be used.  2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S1679|THE ROCK WOOD FIRED PIZZA AND SPIRITS|Y|Y|Y|N|10/1/2017|
S6241|The Rug Beater|Y|Y|Y|N|1/21/2021|
S3482|The Rustic Brush|Y|Y|Y|N|9/5/2018|
S5950|The Sadkhin Complex|Y|Y|Y|N|9/16/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum, Collateral Assignment of Lease & Consent and Agreement of Lessor may not be executed.
S3670|The Salad House|Y|Y|Y|N|11/14/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S2054|The Salad Station|Y|Y|Y|N|10/1/2017|
S1781|The Salon Professional Academy|Y|Y||Y|10/1/2017|
S6040|The Salt Room - Non-Exclusive Trademark License Agreement|Y|Y|Y|N|10/16/2020|
S3041|The Salt Suite|Y|Y|Y|N|5/1/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Addendum to Lease/ Conditional Assignment of Lease may not be executed.
S5009|The Sandwich Spot|Y|Y|Y|N|4/2/2020|
S5156|The Scout Guide|Y|Y|Y|N|4/14/2020|
S6386|The Seals|Y|Y|Y|N|3/2/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, neither the Rider to Lease Agreement, the Collateral Assignment of Lease, nor the Subordination, Non-Disturbance and Attornment Agreement may be used.
S3089|The Senior's Choice|Y|N|||5/8/2018|
S6860|The Sensory Club|Y|Y|Y|N|9/23/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed.
S2746|The Sheik|Y|Y|Y|N|3/9/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum document may not be executed.
S2077|The Simple Greek|Y|Y|Y|N|3/31/2017|
S1782|The Skinny Dip frozen yogurt bar|Y|Y||Y|10/1/2017|
S6809|The Smoothbar|Y|Y|Y|N|8/26/2021|
S2296|The Smoothie Shop and Supplements|Y|Y|Y|N|10/1/2017|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Landlord's Consent to Assignment may not be executed.
S1783|The Soccer Post|Y|Y|Y|N|10/1/2017|
S3203|The Soco Group, Inc. (Valero/Beacon Branded Dealer Agreement)|Y|Y|Y|N|6/11/2018|Distributor may not record anything against the SBA real estate collateral.
S6292|The SodaMix|Y|Y|Y|N|2/5/2021|1. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.  2. When the real estate where the franchise business is located will secure the SBA loan, the Lease Rider may not be executed.
S2662|The Specific Chiropractice Center|Y|Y|Y|N|2/21/2018|
S1784|The Spice & Tea Exchange|Y|Y||Y|10/1/2017|
S5078|The Sweat Shack|Y|Y|Y|N|4/8/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum and the Collateral Assignment of Lease may not be executed.
S1680|THE TACO MAKER|Y|Y||Y|10/1/2017|
S1785|The Tan Company|Y|Y||Y|10/1/2017|
S4449|The Tax Team|Y|Y|Y|N|8/6/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed.
S1786|The Tax Zone|Y|Y|Y|N|10/1/2017|
S3583|The Ten Spot|Y|Y|Y|N|10/16/2018|
|The Thor Motor Coach, Inc. - Sales and Service Agreement|N|N|||5/29/2019|
S5600|The Tin Fish|Y|Y|Y|N|6/16/2020|
S1681|THE TINDER BOX|Y|Y|Y|N|10/1/2017|
S2401|The Toasted Yolk Cafe|Y|Y|Y|N|1/1/2018|
S1787|The Traveling Photo Booth|Y|Y|Y|N|10/1/2017|
S3178|The Tutoring Center|Y|Y||Y|6/5/2018|
S3475|The Twisted Yolk|Y|Y|Y|N|9/5/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S2809|The Unbound Collection by Hyatt|Y|Y||Y|3/22/2018|1.  The Hyatt Comfort Letter may not be used with SBA Transactions.  2.  If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S3564|The Upbeat K9|Y|Y|Y|N|10/10/2018|
S1788|The UPS Store  (f/k/a Mail Box Etc dba The UPS Store)|Y|Y|Y|N|10/1/2017|
S2438|The Vine Wine Bar|Y|Y|Y|N|1/17/2018|
S5333|The Wacked Out Weiner|Y||||4/28/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S3705|The Waffle Experience|Y|Y|Y|N|11/20/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan,  the Conditional Assignment and Assumption of Lease may not be executed.
S3623|The Warrior Factory|Y|Y|Y|N|10/30/2018|
S2055|The Window Source|Y|Y|Y|N|10/1/2017|
S1789|The Woodhouse Day Spa|Y|Y||Y|10/1/2017|
S4741|The Yard Milkshake Bar|Y|Y|Y|N|12/10/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be used.
S1790|The Yoga Pod|Y|Y||Y|10/1/2017|
S3269|theCoderSchool|Y|Y|Y|N|7/3/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S5251|TheHomeMag|Y||||4/20/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S2402|Thirsty Turtle Seagrill|Y|Y|Y|N|1/1/2018|
S4371|This Is It! BBQ & Seafood|Y|Y|Y|N|7/8/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease Agreement, Collateral Assignment of Lease and Subordination, Non-disturbance & Attornement Agreement may not be executed.
S5050|Thomas Built Buses - Dealer Sales and Service Agreement|Y|Y|Y|N|4/6/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S6324|Thomas Petroleum, LLC (Sinclair) Branded Motor Fuel Sales Agreement|Y|Y|Y|N|2/12/2021|Distributor may not file anything against the SBA Real Estate Collateral
S5012|Thompson Energy (Citgo) - Personal Supply and Motor Fuel Operations Agreement|Y|Y|Y||4/2/2020|Distributor may not file anything against the SBA Real Estate Collateral
S2586|Thompson-Kenny (Multi-Brand) - Fuel Supply Agreement|Y|Y|Y|N|2/14/2018|Thompson-Kenny (Shell)  - Jobber/Fuel Supply
S1791|Three Dog Bakery|Y|Y||Y|10/1/2017|
S3893|Three Dollar Cafe/Three Dollar Cafe, Jr.|Y|Y|Y|N|2/20/2019|
S1792|Thrifty Car Rental|Y|Y|Y|N|10/1/2017|
S4291|Thrillz High Flying Adventure Park|Y|Y|Y|N|6/18/2019|
S2995|Thrive Community Fitness|Y|Y|Y|N|4/24/2018|
S6565|ThrIVe Drip Spa|Y|Y|Y|N|4/30/2021|1.  When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider may not be used.  2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S5253|Thrivent Advisor Network, LLC - Investment Advisor Representative Agreement|Y||||4/20/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S5150|Thrivent Financial for Lutherans - Financial Associate Agreement|Y||||4/10/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S5149|Thrivent Investment Management - Registered Representative Agreement|Y||||4/10/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S1793|Thriveworks|Y|Y|Y|N|10/1/2017|
S4624|Thrush & Son|Y|Y|Y|N|10/22/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be executed.
S3625|Thumbs Up Diner|Y|Y|Y|N|10/30/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, neither the Collateral Assignment of Lease nor the Consent to Collateral Assignment & Agreement of Lessor may be executed.  
|Thunder Jet Boats - Sales and Service Agreement|N|N|||9/23/2021|
